title,source,episodes,rating,rank,studio,year,start_season,days_aired,duration_minutes,Genre_Action,Genre_Adventure,Genre_Cars,Genre_Comedy,Genre_Dementia,Genre_Demons,Genre_Drama,Genre_Ecchi,Genre_Fantasy,Genre_Game,Genre_Harem,Genre_Hentai,Genre_Historical,Genre_Horror,Genre_Josei,Genre_Kids,Genre_Magic,Genre_Martial Arts,Genre_Mecha,Genre_Military,Genre_Music,Genre_Mystery,Genre_NA,Genre_Parody,Genre_Police,Genre_Psychological,Genre_Romance,Genre_Samurai,Genre_School,Genre_Sci-Fi,Genre_Seinen,Genre_Shoujo,Genre_Shoujo Ai,Genre_Shounen,Genre_Shounen Ai,Genre_Slice of Life,Genre_Space,Genre_Sports,Genre_Super Power,Genre_Supernatural,Genre_Thriller,Genre_Vampire,Genre_Yaoi,Genre_Yuri,Average Rank of Related,Related_Adaptation,Related_Sequel,Related_Side story,Related_Alternative version,Related_Prequel,Related_Summary,Related_Other,Related_Spin-off,Related_Alternative setting,Related_Character,Related_Parent story,Related_Full story,success
Galactic Patrol Lensman,Unknown,25,PG-13 - Teens 13 or older,5635.0,Madhouse,1984,Fall,176,25.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6599.0,0,0,0,1,0,0,0,0,0,0,0,0,5
Denki-gai no Honya-san,Manga,12,PG-13 - Teens 13 or older,2517.0,Shin-Ei Animation,2014,Fall,78,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2517.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Uchi no 3 Shimai,Other,141,G - All Ages,12542.0,SmallStudio,2008,Spring,995,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Gakkatsu! 2nd Season,Unknown,25,G - All Ages,5598.0,SmallStudio,2013,Winter,253,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5370.0,0,0,0,0,1,0,0,0,0,0,0,0,5
Selector Infected WIXOSS,Card game,12,R - 17+ (violence & profanity),2208.0,J.C.Staff,2014,Spring,78,24.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3990.75,0,1,1,0,0,1,0,0,1,0,0,0,4
Gokujo.: Gokurakuin Joshikou Ryou Monogatari,Manga,12,R+ - Mild Nudity,6469.0,SmallStudio,2012,Winter,64,6.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6731.5,1,0,1,0,0,0,0,0,0,0,0,0,5
ACCA: 13-ku Kansatsu-ka,Manga,12,R - 17+ (violence & profanity),1027.0,Madhouse,2017,Winter,78,24.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2522.5,1,0,1,0,0,0,0,0,0,0,0,0,1
Gokuu no Daibouken,Unknown,39,G - All Ages,5637.0,SmallStudio,1967,Winter,267,25.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,5
Alice to Zouroku,Manga,12,PG-13 - Teens 13 or older,2797.0,J.C.Staff,2017,Spring,85,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2797.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Micchiri Neko,Web manga,13,G - All Ages,4154.0,SmallStudio,2018,Winter,82,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3274.5,1,0,0,0,0,0,1,0,0,0,0,0,3
Slayers,Light novel,26,PG-13 - Teens 13 or older,804.0,SmallStudio,1995,Spring,176,22.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217.1666666666667,2,1,0,0,3,0,0,0,0,0,0,0,1
Seikaisuru Kado,Original,12,PG-13 - Teens 13 or older,3541.0,Toei Animation,2017,Spring,85,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654.6666666666665,1,0,0,0,1,1,0,0,0,0,0,0,4
Dragon Ball Super,Manga,131,PG-13 - Teens 13 or older,922.0,Toei Animation,2015,Summer,995,23.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1107.857142857143,1,1,0,2,0,0,0,0,0,1,2,0,1
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,Unknown,12,PG-13 - Teens 13 or older,6483.0,SmallStudio,2005,Spring,78,26.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7162.0,0,0,0,0,1,0,0,0,0,0,0,0,5
Yama no Susume,Manga,12,G - All Ages,4256.0,SmallStudio,2013,Winter,78,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4431.5,1,1,0,0,0,0,0,0,0,0,0,0,4
Princess Principal,Original,12,R - 17+ (violence & profanity),1085.0,SmallStudio,2017,Summer,78,25.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3740.6666666666665,0,1,1,0,0,1,0,0,0,0,0,0,1
Nyanpire The Animation,Manga,12,G - All Ages,4413.0,Gonzo,2011,Summer,78,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4
Tenpou Ibun: Ayakashi Ayashi,Original,25,R - 17+ (violence & profanity),3582.0,Bones,2006,Fall,176,20.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1898.0,1,1,0,0,0,0,0,0,0,0,0,0,3
Persona 4 the Animation,Game,25,PG-13 - Teens 13 or older,1278.0,SmallStudio,2011,Fall,176,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2934.333333333333,1,1,0,1,0,1,2,0,3,0,0,0,1
Fairy Tail,Manga,175,PG-13 - Teens 13 or older,452.0,SmallStudio,2009,Fall,1266,24.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1839.888888888889,1,1,3,0,0,0,2,1,0,1,0,0,1
Marvel Future Avengers,Other,26,PG - Children,11187.0,Madhouse,2017,Summer,183,22.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3219.5,1,1,0,0,0,0,0,0,2,0,0,0,5
Super Seisyun Brothers,Web manga,14,PG-13 - Teens 13 or older,3827.0,SmallStudio,2013,Fall,92,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3827.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Momo Kyun Sword,Light novel,12,R+ - Mild Nudity,8089.0,SmallStudio,2014,Summer,78,24.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,5
Onara Gorou,Original,13,PG - Children,8161.0,SmallStudio,2016,Summer,84,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9444.5,0,0,0,0,1,0,1,0,0,0,0,0,5
Taikong Lixianji,Original,26,G - All Ages,12329.0,unknown,2010,Winter,2949,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Kono Minikuku mo Utsukushii Sekai,Original,12,R+ - Mild Nudity,4042.0,SmallStudio,2004,Spring,78,24.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4042.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Go! Go! 575,Game,4,PG-13 - Teens 13 or older,7947.0,SmallStudio,2014,Winter,22,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8075.0,0,1,0,0,0,0,0,0,0,0,0,0,5
Master Keaton,Manga,24,R - 17+ (violence & profanity),1111.0,Madhouse,1998,Fall,175,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926.5,1,1,0,0,0,0,0,0,0,0,0,0,4
Shugo Chara! Party!,Manga,25,PG - Children,4731.0,Satelight,2009,Fall,176,21.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1508.0,0,0,0,0,1,0,0,0,0,0,0,0,4
Working&#039;!!,4-koma manga,13,PG-13 - Teens 13 or older,609.0,A-1 Pictures,2011,Fall,85,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1609.25,1,1,0,0,1,0,1,0,0,0,0,0,1
Haikara-san ga Tooru,Manga,42,PG-13 - Teens 13 or older,2149.0,Nippon Animation,1978,Summer,302,24.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1664.3333333333333,1,0,0,1,0,0,1,0,0,0,0,0,4
Meshimase Lodoss-tou Senki: Sorette Oishii no?,Unknown,13,PG-13 - Teens 13 or older,7980.0,SmallStudio,2014,Spring,85,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576.0,0,0,0,1,0,0,0,0,0,0,0,0,5
Binan Koukou Chikyuu Boueibu LOVE!,Original,12,PG-13 - Teens 13 or older,3358.0,Diomedea,2015,Winter,78,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1380.5,1,1,0,0,0,0,0,0,0,0,0,0,2
WWW.Working!!,Web manga,13,PG-13 - Teens 13 or older,1514.0,A-1 Pictures,2016,Fall,85,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1711.3333333333333,1,0,0,0,0,0,1,0,1,0,0,0,1
Shin Mitsubachi Maya no Bouken,Unknown,52,G - All Ages,6050.0,Nippon Animation,1982,Fall,351,25.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5887.0,0,0,0,0,1,0,0,0,0,0,0,0,5
R.O.D the TV,Light novel,26,PG-13 - Teens 13 or older,1339.0,J.C.Staff,2003,Fall,198,25.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,500.0,1,0,0,0,1,0,0,0,0,0,0,0,4
Hacka Doll The Animation,Other,13,PG-13 - Teens 13 or older,5553.0,SmallStudio,2015,Fall,85,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3997.0,1,0,0,0,0,0,1,0,0,0,0,0,5
Apache Yakyuugun,Manga,26,G - All Ages,7165.0,Toei Animation,1971,Fall,176,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Kiss x Sis (TV),Manga,12,R+ - Mild Nudity,3680.0,feel.,2010,Spring,78,24.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2849.0,1,0,0,0,0,0,0,0,0,0,1,0,4
Tennis no Ouji-sama,Manga,178,PG-13 - Teens 13 or older,550.0,SmallStudio,2001,Fall,1261,22.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1691.0833333333333,1,1,7,1,0,0,2,0,0,0,0,0,1
Kakko Kawaii Sengen!,Original,5,PG-13 - Teens 13 or older,7927.0,unknown,2010,Fall,29,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5164.333333333333,1,1,0,0,0,0,1,0,0,0,0,0,5
Zhan Long Si Qu,Unknown,64,G - All Ages,12845.0,unknown,0,0,0,24.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Ojamajo Doremi Dokkaan!,Unknown,51,G - All Ages,1467.0,Toei Animation,2002,Winter,358,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2352.0,0,0,0,0,1,0,0,0,0,0,0,0,4
Danna ga Nani wo Itteiru ka Wakaranai Ken,4-koma manga,13,PG-13 - Teens 13 or older,1602.0,Seven,2014,Fall,85,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1632.0,1,1,0,0,0,0,0,0,0,0,0,0,1
Igano Kabamaru,Manga,24,PG-13 - Teens 13 or older,465.0,SmallStudio,1983,Fall,162,23.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,465.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Mobile Suit Gundam Unicorn RE:0096,Novel,22,PG-13 - Teens 13 or older,1463.0,Sunrise,2016,Spring,162,23.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1365.75,1,1,0,1,1,0,0,0,0,0,0,0,4
Hataraku Maou-sama!,Light novel,13,PG-13 - Teens 13 or older,578.0,SmallStudio,2013,Spring,85,24.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,578.0,1,0,0,0,0,0,0,0,0,0,0,0,1
D.C.II S.S.: Da Capo II Second Season,Visual novel,13,PG-13 - Teens 13 or older,2299.0,feel.,2008,Spring,85,24.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2727.6666666666665,1,1,0,0,1,0,0,0,0,0,0,0,2
Darker than Black: Kuro no Keiyakusha,Original,25,R - 17+ (violence & profanity),299.0,Bones,2007,Spring,176,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,683.3333333333334,1,1,1,0,0,0,0,0,0,0,0,0,1
Teekyuu,Manga,12,PG-13 - Teens 13 or older,4733.0,SmallStudio,2012,Fall,78,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4120.0,1,1,0,0,0,0,1,1,0,0,0,0,4
Aoi Bungaku Series,Novel,12,R - 17+ (violence & profanity),807.0,Madhouse,2009,Fall,78,22.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2652.6666666666665,0,0,0,5,0,1,0,0,0,0,0,0,1
Natsuyuki Rendezvous,Manga,11,PG-13 - Teens 13 or older,2281.0,Doga Kobo,2012,Summer,71,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2281.0,1,0,0,0,0,0,0,0,0,0,0,0,2
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),Light novel,12,PG-13 - Teens 13 or older,668.0,Lerche,2017,Summer,78,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4300.0,1,0,0,0,0,0,1,0,0,0,0,0,1
Mikan-Seijin,Unknown,26,G - All Ages,8139.0,unknown,0,0,0,0.3666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,5
Alice Tantei Kyoku,Original,56,G - All Ages,9576.0,unknown,1995,Spring,658,12.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Arakawa Under the Bridge x Bridge,Manga,13,PG-13 - Teens 13 or older,837.0,Shaft,2010,Fall,85,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1164.0,1,0,0,0,1,0,0,0,0,0,0,0,1
Weiß Kreuz Glühen,Unknown,13,R - 17+ (violence & profanity),4868.0,ufotable,2002,Fall,113,20.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3979.0,0,0,0,0,2,0,0,0,0,0,0,0,3
Reideen,Unknown,26,PG-13 - Teens 13 or older,5082.0,Production I.G,2007,Winter,203,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5257.0,1,0,0,1,0,0,0,1,0,0,0,0,5
School Days,Visual novel,12,R+ - Mild Nudity,7313.0,SmallStudio,2007,Summer,86,25.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7312.75,1,0,1,1,0,0,0,1,0,0,0,0,5
Gaist Crusher,Game,51,PG - Children,7539.0,Studio Pierrot,2013,Fall,365,20.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Initial D Fourth Stage,Manga,24,PG-13 - Teens 13 or older,276.0,SmallStudio,2004,Spring,673,27.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,715.0,1,1,1,0,1,1,0,0,0,0,0,0,1
Ningyohime Marina no Bouken,Unknown,26,G - All Ages,5767.0,SmallStudio,1991,Winter,176,22.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Wind: A Breath of Heart (TV),Visual novel,13,PG-13 - Teens 13 or older,7162.0,SmallStudio,2004,Summer,85,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,1,1,0,0,1,0,0,0,0,0,5
Yousei Dick,Unknown,26,PG - Children,12785.0,unknown,1992,Summer,183,20.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Takarajima,Novel,26,PG-13 - Teens 13 or older,450.0,SmallStudio,1978,Fall,176,24.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,4
Ergo Proxy,Original,23,R - 17+ (violence & profanity),566.0,SmallStudio,2006,Winter,169,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,Manga,12,PG-13 - Teens 13 or older,24.0,Studio Deen,2017,Winter,78,24.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,1,0,0,0,1,0,0,0,0,0,0,0,1
Choujuushin Gravion Zwei,Original,12,R+ - Mild Nudity,4692.0,Gonzo,2004,Winter,78,23.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5222.5,1,0,0,0,1,0,0,0,0,0,0,0,3
Shadow Skill: Eigi,Unknown,26,PG-13 - Teens 13 or older,2822.0,Studio Deen,1998,Summer,176,25.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4692.333333333333,1,0,0,1,1,0,0,0,0,0,0,0,4
Wanwan Sanjuushi,Unknown,26,G - All Ages,4514.0,Nippon Animation,1981,Fall,176,24.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3
Guin Saga,Light novel,26,PG-13 - Teens 13 or older,2612.0,Satelight,2009,Spring,176,24.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612.0,1,0,0,0,0,0,0,0,0,0,0,0,2
Kuroshitsuji II,Manga,12,R - 17+ (violence & profanity),1696.0,A-1 Pictures,2010,Summer,78,24.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,861.0,0,0,1,0,1,0,0,0,0,0,0,0,1
E&#039;s Otherwise,Manga,26,PG-13 - Teens 13 or older,4700.0,Studio Pierrot,2003,Spring,176,23.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,3
Juuou Mujin no Fafnir,Light novel,12,PG-13 - Teens 13 or older,5879.0,Diomedea,2015,Winter,78,24.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5879.0,1,0,0,0,0,0,0,0,0,0,0,0,5
Ristorante Paradiso,Manga,11,PG-13 - Teens 13 or older,1821.0,SmallStudio,2009,Spring,78,22.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,910.5,2,0,0,0,0,0,0,0,0,0,0,0,4
Smile Precure!,Original,48,G - All Ages,2825.0,Toei Animation,2012,Winter,358,24.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2468.1,1,0,1,0,0,0,0,4,14,0,0,0,4
