title,Average Rank of Related,Related_Adaptation,Related_Sequel,Related_Side story,Related_Alternative version,Related_Prequel,Related_Summary,Related_Other,Related_Spin-off,Related_Alternative setting,Related_Character,Related_Parent story,Related_Full story
Soukyuu no Fafner: Right of Left - Single Program,2210.0,0,1,0,0,0,0,0,0,0,0,0,0
Armageddon,0.0,1,0,0,0,0,0,0,0,0,0,0,0
The Perfect World,1189.0,0,0,0,0,0,0,1,0,0,0,0,0
Idol Project,0.0,0,0,0,0,0,0,0,0,0,0,0,0
New Initial D Movie: Legend 3 - Mugen,663.0,0,0,0,0,1,0,0,0,0,0,0,0
Seikai no Danshou: Tanjou,454.5,1,1,0,0,0,0,0,0,0,0,0,0
Shingeki no Kyojin Movie 3: Kakusei no Houkou,402.3333333333333,1,0,0,1,1,0,0,0,0,0,0,0
Ikoku na Retro,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Detective Conan Movie 11: Jolly Roger in the Deep Azure,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Hitoriga The Animation,6459.5,1,0,0,0,0,0,0,0,1,0,0,0
"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",3417.75,1,0,0,0,0,0,3,0,0,0,0,0
Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,5648.0,0,0,0,0,0,0,0,0,0,0,1,0
Ore no Imouto ga Konnani Kawaii Wake ga Nai,3666.5,1,1,1,0,0,0,1,0,0,0,0,0
Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,2715.0,0,0,0,0,0,0,0,0,0,0,1,0
Houkago no Ouji-sama,1627.6666666666667,1,0,0,0,0,0,1,0,0,0,1,0
Yamato Nadeshiko Shichihenge♥,788.0,1,0,0,0,0,0,0,0,0,0,0,0
Koala Boy Kokki,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Shin Choujin Densetsu Urotsukidouji Mataiden,9689.25,1,1,0,0,1,1,0,0,0,0,0,0
Aa! Megami-sama!: Sorezore no Tsubasa,1763.3333333333333,1,1,0,0,1,0,0,0,0,0,0,0
Hakata Tonkotsu Ramens,1461.0,2,0,0,0,0,0,0,0,0,0,0,0
Monster Farm: Enbanseki no Himitsu,2691.3333333333335,1,1,0,0,0,0,0,1,0,0,0,0
Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Blame! Special,7130.0,0,0,0,0,1,0,0,0,0,0,0,0
Shounen Santa no Daibouken!,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Abarenbou Rikishi!! Matsutarou,7548.0,1,0,0,1,0,0,0,0,0,0,0,0
Shingeki no Kyojin Picture Drama,110.0,0,0,0,0,0,0,1,0,0,0,0,0
Dokkiri Doctor,0.0,0,0,1,0,0,0,0,0,0,0,0,0
Kizuna,12919.0,1,1,0,0,0,0,0,0,0,0,0,0
Ma ga Ochiru Yoru,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Oshiri Kajiri Mushi (TV) 4th Season,0.0,0,0,0,0,1,0,0,0,0,0,0,0
Minami-ke Okaeri,1520.25,1,1,1,0,1,0,0,0,0,0,0,0
Itazura Tenshi Chippo-chan,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Usavich,900.3333333333334,0,1,0,0,1,0,0,1,0,0,0,0
Jikuu Tantei Genshi-kun,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Hyakka Ryouran: Samurai Bride Specials,4040.0,0,0,0,0,0,0,0,0,0,0,1,0
Ryuu Seiki,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Pikotarou no Lullaby Lullaby,8162.0,0,1,0,0,0,0,0,0,0,0,0,0
Jungle Taitei Movie (1997),4891.5,1,0,0,0,0,0,0,0,1,0,0,0
Rio: Rainbow Gate!,6881.0,0,0,1,0,0,0,0,0,0,0,0,0
Romantica Clock,7807.0,1,0,0,0,0,0,0,0,0,0,0,0
Meiji x Kokosake & anohana Receipt Oubo Campaign,138.33333333333334,0,0,0,0,0,0,3,0,0,0,0,0
Urusei Yatsura Movie 6: Itsudatte My Darling,1010.0,0,0,0,0,1,0,0,0,0,0,0,0
Aru Hi Inu no Kuni kara Tegami ga Kite,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,9370.5,0,0,0,0,0,0,2,0,0,0,0,0
JK to Ero Giin Sensei,0.0,0,0,0,0,0,0,1,0,0,0,0,0
Code Geass: Hangyaku no Lelouch R2 Picture Drama,2691.0,0,0,1,0,0,0,0,0,0,0,1,0
Chou Seimeitai Transformers Beast Wars Metals: Convoy Daihenshin!,3952.6666666666665,0,0,0,0,0,0,2,0,0,0,1,0
Megami Tantei Vinus File,12919.0,0,1,0,0,0,0,0,0,0,0,0,0
Alps no Shoujo Heidi: Alm no Yama-hen,2514.0,0,0,0,0,0,0,0,0,0,0,0,1
Kono Subarashii Sekai ni Shukufuku wo! OVA,361.0,0,0,0,0,0,0,0,0,0,0,1,0
Qin Shi Ming Yue: Bai Bu Fei Jian,1288.8333333333333,0,1,0,0,1,0,0,4,0,0,0,0
Tight-rope,2634.0,1,0,0,0,0,0,0,0,0,0,0,0
Di Gi Charat: Hoshi no Tabi,5220.5,0,0,1,0,1,0,0,0,0,0,0,0
Wagamama☆Fairy Mirumo de Pon!,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,278.5,1,0,0,0,1,0,0,0,0,0,0,0
Hi no Youjin,4773.25,0,0,0,0,0,0,4,0,0,0,0,0
Sister Princess: Re Pure,5873.666666666667,1,0,1,0,1,0,0,0,0,0,0,0
Chicchana Yukitsukai Sugar,3122.5,1,1,0,0,0,0,0,0,0,0,0,0
Mai-Otome Zwei,2077.3333333333335,1,0,1,0,1,0,0,0,0,0,0,0
Master Keaton OVA,1111.0,1,0,0,0,1,0,0,0,0,0,0,0
Layton Kyouju to Eien no Utahime,0.0,0,0,0,0,0,0,1,0,0,0,0,0
Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,2082.0,0,0,0,0,0,0,1,0,0,0,0,0
Shounan Bakusouzoku,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Toki no Tabibito: Time Stranger,0.0,0,0,0,0,0,0,0,0,0,0,0,0
.hack//Versus: The Thanatos Report,2597.0,0,0,0,0,0,0,0,0,0,0,1,0
Brigadoon: Marin to Melan,2100.0,1,0,0,0,0,0,0,0,0,0,0,0
Spocon!,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Inazuma Eleven Go: TCG CM NG-shuu,2775.0,0,0,0,0,0,0,1,0,0,0,0,0
Corpse Party: Missing Footage,3561.0,0,1,0,0,0,0,0,0,0,0,0,0
One Piece 3D: Mugiwara Chase,1804.5,0,0,0,0,0,0,1,0,0,0,1,0
Blossom,0.0,0,0,0,0,0,0,2,0,0,0,0,0
Ramayana: The Legend of Prince Rama,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,1433.0,1,0,0,0,0,0,0,0,0,0,1,0
gdgd Fairies 2,2379.3333333333335,0,1,1,0,1,0,0,0,0,0,0,0
Hikari no Densetsu,4796.0,1,0,0,0,0,0,0,0,0,0,0,0
Haiyore! Nyaruko-san F,2414.0,1,0,0,0,1,0,0,0,0,0,0,0
Kemeko Deluxe!,5746.5,1,0,0,0,0,0,1,0,0,0,0,0
Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors,5775.0,0,0,0,1,0,0,0,0,0,0,0,0
The Everlasting Guilty Crown,1016.0,0,0,0,0,0,0,1,0,0,0,0,0
Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,1562.5,0,0,0,0,0,0,1,0,0,0,0,1
Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,3731.5,0,0,1,0,0,0,0,1,0,0,0,0
Yomigaeru Sora: Rescue Wings,1717.5,0,0,0,1,1,0,0,0,0,0,0,0
"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode",1936.0,0,1,0,0,1,0,0,0,0,0,0,0
Karneval (TV),2811.6666666666665,1,0,0,0,0,0,2,0,0,0,0,0
Ojamajo Doremi Sharp Movie,2248.0,0,0,0,0,0,0,0,0,0,0,1,0
Military!,8044.5,1,1,0,0,0,0,0,0,0,0,0,0
Gakuen 3,12919.0,0,0,0,0,1,0,0,0,0,0,0,0
Cardfight!! Vanguard: Link Joker-hen,3228.5,1,1,0,0,1,0,1,0,0,0,0,0
Detective Conan Movie 02: The Fourteenth Target,0.0,0,0,0,0,0,0,0,0,0,0,1,0
DRAMAtical Murder OVA: Data_xx_Transitory,6461.0,0,0,0,0,0,0,0,0,0,0,1,0
Tasogare Otome x Amnesia,1059.5,1,1,0,0,0,0,0,0,0,0,0,0
Teekyuu 9,3053.3333333333335,1,0,1,0,1,0,0,0,0,0,0,0
Gokusen,1725.0,1,0,0,0,0,0,0,0,0,0,0,0
Kemonozume,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,219.0,0,0,0,0,0,0,1,0,0,1,0,0
Ginga Tetsudou Monogatari: Eien e no Bunkiten,3147.0,0,0,0,0,2,0,0,0,0,0,0,0
Bleach Movie 1: Memories of Nobody,693.0,0,0,0,0,0,0,0,0,0,0,1,0
Soap no Moko-chan,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Fuuka,3490.0,1,0,0,0,1,0,0,0,0,0,0,0
Level E,1557.0,1,0,0,0,0,0,0,0,0,0,0,0
Highschool Aurabuster: Hikari no Mezame,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Imouto to Sono Yuujin ga Ero Sugite Ore no Kokan ga Yabai,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Cynical Hysterie Hour: Trip Coaster,0.0,0,1,0,0,0,0,0,0,0,0,0,0
Reiju Gakuen,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Koikishi Purely☆Kiss The Animation: Special Edition,12919.0,0,0,0,1,0,0,0,0,0,0,0,0
Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,261.5,0,1,0,0,1,0,0,0,0,0,0,0
Mobile Suit Gundam Unicorn,1796.2727272727273,2,4,0,1,2,1,1,0,0,0,0,0
Tsuma no Haha Sayuri,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Yami Shibai,5435.0,0,1,0,0,0,0,0,0,0,0,0,0
Bloodivores,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Hunter x Hunter: Greed Island Final,121.0,1,0,0,1,1,0,0,0,0,0,0,0
Kamisama no Inai Nichiyoubi,2666.0,1,0,1,0,0,0,0,0,0,0,0,0
Eureka Seven AO,3686.6666666666665,1,1,1,0,2,0,1,0,0,0,0,0
Mad★Bull 34,6194.0,1,0,0,0,0,0,0,0,0,0,0,0
Daikuu Maryuu Gaiking,3010.0,1,0,0,1,0,0,2,0,0,0,0,0
Kikansha Yaemon,0.0,0,0,0,1,0,0,0,0,0,0,0,0
Detective Conan Movie 07: Crossroad in the Ancient Capital,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Muteki Robo Trider G7,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Major S6,72.33333333333333,1,1,0,0,1,0,0,0,0,0,0,0
Nana,1687.5,1,0,0,0,0,1,0,0,0,0,0,0
Luck & Logic,4363.0,1,0,0,0,0,0,2,0,0,0,0,0
Black Shout,5323.25,0,0,0,0,0,0,3,0,0,0,1,0
Sakura Taisen: Sumire,5576.0,0,0,0,0,1,0,0,0,0,0,0,0
Burn Up Excess,4059.3333333333335,1,0,0,1,1,0,0,0,0,0,0,0
Lupin III: Nusumareta Lupin,1043.0,0,0,0,0,0,0,0,0,0,0,1,0
Okusama ga Seitokaichou! OVA: Okusama Gekijou,3598.5,0,0,0,0,0,0,2,0,0,0,0,0
Exper Zenon,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster Edge Specials,5787.0,0,0,0,0,0,0,0,0,0,0,1,0
Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,4523.0,0,0,0,0,1,0,0,0,0,0,1,0
Seikai no Senki Special,849.0,1,0,0,0,0,0,0,0,0,0,0,1
HeatGuy J Special,2488.0,0,0,0,0,0,0,0,0,0,0,1,0
Junk Boy,7083.0,1,0,0,0,0,0,0,0,0,0,0,0
Maze☆Bakunetsu Jikuu (TV),1689.75,1,1,1,1,0,0,0,0,0,0,0,0
Shukufuku no Campanella Specials,6139.0,0,0,0,0,0,0,0,0,0,0,1,0
Tantei Opera Milky Holmes: Summer Special,3581.0,0,0,0,0,0,0,0,0,0,0,1,0
Romeo no Aoi Sora,0.0,0,0,0,0,0,1,0,0,0,0,0,0
Crusher Joe,3859.3333333333335,1,1,0,0,0,0,0,0,0,1,0,0
Saiki Kusuo no Ψ-nan (TV),4946.0,1,1,0,0,0,0,1,0,0,0,0,0
Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,1121.0,0,1,0,0,1,0,0,0,0,0,1,0
Owari no Seraph: Nagoya Kessen-hen,1530.3333333333333,1,0,0,0,1,0,1,0,0,0,0,0
Pretty Rhythm: Rainbow Live,3811.0,0,0,0,1,0,1,1,1,2,0,0,0
Kara no Kyoukai 8: Shuushou,180.33333333333334,1,1,0,0,1,0,0,0,0,0,0,0
Golgo 13: Queen Bee,3128.0,1,1,0,0,1,0,0,0,0,0,0,0
Seitokai no Ichizon,1822.0,1,1,0,0,0,0,0,0,0,0,0,0
Pokemon Diamond & Pearl,3600.294117647059,1,1,9,0,1,0,1,2,2,0,0,0
Sora no Otoshimono: Forte,1273.6666666666667,1,1,0,0,1,0,0,0,0,0,0,0
Dennou Coil,244.66666666666666,2,0,0,0,0,1,0,0,0,0,0,0
Haunted Junction,4269.0,1,0,0,0,0,0,0,0,0,0,0,0
Akina to Onsen de H Shiyo!,12919.0,0,0,0,0,0,0,0,0,0,0,1,0
Auction: Bijo Dorei,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Boku wa Konomama Kaeranai,8202.0,1,0,0,0,0,0,0,0,0,0,0,0
xxxHOLiC Kei,432.0,1,1,0,0,1,0,0,0,0,0,0,0
Princess Nine: Kisaragi Joshikou Yakyuubu,2539.0,1,0,0,0,0,0,0,0,0,0,0,0
Sekai de Ichiban Tsuyoku Naritai!,7655.0,1,0,1,0,0,0,0,0,0,0,0,0
Versailles no Bara to Onna-tachi,180.0,0,0,0,0,0,0,0,0,0,0,0,1
Yakumo Tatsu,6815.0,1,0,0,0,0,0,0,0,0,0,0,0
Ghost in the Shell: Stand Alone Complex 2nd GIG,807.25,0,1,0,0,1,1,0,1,0,0,0,0
Shin Koihime†Musou,4038.0,0,1,0,0,1,0,1,1,0,0,0,0
Strike the Blood II,1507.3333333333333,1,1,0,0,1,0,0,0,0,0,0,0
Tamayura: Sotsugyou Shashin Part 2 - Hibiki,964.0,0,1,0,0,1,0,0,0,0,0,0,0
Keroro,741.0,1,0,0,1,0,0,0,0,0,0,0,0
Doraemon: Doraemon Comes Back (Movie),2616.5,0,0,0,1,0,0,1,0,0,0,0,0
Backkom Meogeujan Yeohaeng,0.0,0,0,0,1,0,0,0,0,0,1,0,0
Majin Tantei Nougami Neuro,1082.0,1,0,0,0,0,0,0,0,0,0,0,0
Garakuta-doori no Stain,5957.0,0,0,0,0,0,0,1,0,0,0,0,0
3-Nen C-Gumi 14-Ban Kubozono Chiyoko no Nyuukaku,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kobato.,2258.5,1,0,1,0,0,0,0,0,0,0,0,0
Choujuu Densetsu Gestalt,6789.0,1,0,0,0,0,0,0,0,0,0,0,0
Taiyou no Ouji: Horus no Daibouken,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Grimm Masterpiece Theater II,1460.0,0,0,0,0,1,0,0,0,0,0,0,0
One Room,5893.666666666667,0,1,1,0,0,0,1,0,0,0,0,0
Shouwa Ahozoushi Akanuke Ichiban!,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Inazuma Eleven Go: Chrono Stone,3208.0,0,1,0,0,1,0,0,0,0,0,0,0
Tentai Senshi Sunred 2nd Season,444.0,1,0,0,0,1,0,0,0,0,1,0,0
Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,9604.0,0,1,0,0,0,0,0,0,3,0,0,0
Animation!,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kuroko no Basket 2nd Season,756.8571428571429,1,1,1,0,1,1,2,0,0,0,0,0
Mujin Wakusei Survive,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Mei to Koneko Bus,135.0,0,0,0,0,0,0,0,1,0,0,0,0
Dash! Kappei,2415.0,1,0,0,0,0,0,0,0,0,0,0,0
Kidou Senkan Nadesico: The Prince of Darkness,1405.0,0,0,0,0,1,0,0,0,0,0,0,0
Shiroki Tenshi-tachi no Rondo,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Wana: Hakudaku Mamire no Houkago,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Makai Ouji: Devils and Realist,2930.0,1,0,0,0,0,0,0,0,0,0,0,0
Maburaho,3785.0,1,0,0,0,0,0,0,0,0,0,0,0
Hanada Shounen-shi,410.0,1,0,0,0,0,0,0,0,0,0,0,0
Cyborg 009: Call of Justice 3,2870.4,1,0,0,3,1,0,0,0,0,0,0,0
Mouryou no Hako,1249.5,1,0,1,0,0,0,0,0,0,0,0,0
Saishuu Chikan Densha Next,6459.5,1,0,0,0,1,0,0,0,0,0,0,0
Sin: Nanatsu no Taizai Zange-roku,7768.0,0,1,0,0,0,0,1,0,0,0,0,0
Furusato Japan,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Interlude,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Poputepipikku,2657.6666666666665,1,1,0,0,0,0,1,0,0,0,0,0
Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,921.0,0,0,0,1,0,0,0,0,0,0,1,0
The iDOLM@STER,2589.8333333333335,1,1,0,1,0,0,0,2,7,0,0,0
Passion,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Mahoutsukai no Yome Recap,238.0,0,0,0,0,0,0,0,0,0,0,0,1
Angel Heart,1468.0,1,0,0,0,0,0,0,1,0,0,0,0
Princess Rouge,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Usavich II,2998.0,0,1,0,0,1,0,0,0,0,0,0,0
Kirameki☆Project,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Junjou Shoujo Et Cetera,12919.0,1,0,1,0,0,0,0,0,0,0,0,0
Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,5078.0,0,0,0,1,0,0,0,0,0,1,0,0
Otome Dori,6459.5,1,0,0,0,0,0,1,0,0,0,0,0
Ghost in the Shell: The New Movie Virtual Reality Diver,1377.0,0,0,0,0,0,0,1,0,0,0,0,0
Koutetsu no Majo Annerose,12919.0,0,0,0,0,0,0,0,0,3,0,0,0
Moving Colors,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken Specials",0.0,0,0,0,0,0,0,0,0,0,0,1,0
PriPri Chii-chan!!,6591.0,1,0,0,0,0,0,0,0,0,0,0,0
Sekai Meisaku Douwa,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kämpfer Picture Drama,5016.0,0,0,0,0,0,0,0,0,0,0,1,0
Mouretsu Pirates,1369.0,1,1,0,0,0,0,0,0,0,0,0,0
Kai Doh Maru,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,1095.6,0,1,0,0,3,0,1,0,0,0,0,0
Go! Princess Precure,2567.0,1,0,1,0,0,0,0,2,14,0,0,0
Detective Conan: City Exploration! Get the Animal Mark!,0.0,0,0,0,0,0,0,1,0,0,0,0,0
Samurai 7,1438.0,1,0,0,0,0,0,0,0,0,0,0,0
Bleach Colorful!: Gotei Juusan Yatai Daisakusen!,346.5,1,0,0,0,0,0,0,0,0,0,1,0
Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?,3153.0,0,1,0,0,1,0,0,0,0,0,0,0
D-Frag!,1470.5,1,0,1,0,0,0,0,0,0,0,0,0
Divergence Eve 2: Misaki Chronicles,7302.0,0,0,0,0,1,0,0,0,0,0,0,0
Naccio to Pomm,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Anime Sanjuushi: Aramis no Bouken,2708.0,1,0,0,0,1,0,0,0,0,0,0,0
Cosmic Break,6826.0,1,0,0,0,0,0,0,0,0,0,0,0
Strike Witches: Operation Victory Arrow,1612.5,0,1,0,0,1,0,0,0,0,0,0,0
Dantalian no Shoka: Ibarahime,2328.0,0,0,0,0,0,0,0,0,0,0,1,0
Aku no Hana,2880.0,1,0,0,0,0,0,0,0,0,0,0,0
Mahou Shoujo wa Kiss Shite Kawaru,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Soukan Rensa,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kyuuketsuki,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Haikyuu!! Second Season,387.8333333333333,1,1,1,0,1,2,0,0,0,0,0,0
100-man-nen Chikyuu no Tabi: Bander Book,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Pankis! 2-jigen,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Liz to Aoi Tori,248.0,0,0,0,0,0,0,0,0,0,0,1,0
Pokemon Diamond & Pearl Specials,2690.0,0,0,0,0,0,0,0,0,0,0,1,0
Bucket de Gohan,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Sister Princess,5906.5,1,1,0,0,0,0,0,0,0,0,0,0
Break-Age,7562.0,1,0,0,0,0,0,0,0,0,0,0,0
Vampire Knight,2634.6666666666665,1,1,1,0,0,0,0,0,0,0,0,0
Working&#039;!! Announcement Specials,1061.5,0,0,0,0,0,0,2,0,0,0,0,0
Daisougen no Chiisana Tenshi: Bush Baby,0.0,0,0,0,0,0,1,0,0,0,0,0,0
Penguin&#039;s Memory: Shiawase Monogatari,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Harukanaru Toki no Naka de 3: Kurenai no Tsuki,3007.0,0,1,1,0,1,0,0,0,0,0,0,0
Pokemon: Pikachu no Fushigi na Fushigi na Daibouken,2690.0,0,0,0,0,0,0,0,0,0,0,1,0
Bakusou Kyoudai Let&#039;s & Go Special,4023.0,0,0,0,0,0,0,0,0,0,0,1,0
Naruto SD: Rock Lee no Seishun Full-Power Ninden,168.5,1,0,0,0,0,0,0,1,0,0,0,0
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,4434.666666666667,1,1,0,0,0,0,1,0,0,0,0,0
Slayers Evolution-R,1953.0,1,0,0,0,1,0,0,0,0,0,0,0
Oh! Super Milk-chan,3840.5,0,0,1,0,1,0,0,0,0,0,0,0
Aoki Hagane no Arpeggio: Ars Nova Cadenza,758.0,1,0,0,0,1,0,0,0,0,0,0,0
Sexy Commando Gaiden: Sugoiyo!! Masaru-san Specials,785.0,0,0,0,0,0,0,0,0,0,0,0,1
Saint Seiya: Shinku no Shounen Densetsu,605.0,0,0,0,0,0,0,0,0,0,0,1,0
Ninpuu Kamui Gaiden,5747.0,1,0,0,0,0,1,0,0,0,0,0,0
Aa! Megami-sama! (TV),2051.4,1,1,1,1,0,0,0,1,0,0,0,0
Hungry Heart: Wild Striker,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Itadaki! Seieki♥ Special,12919.0,1,0,0,0,0,0,0,0,0,0,1,0
Fight Ippatsu! Juuden-chan!! Specials,4492.0,0,0,0,0,0,0,0,0,0,0,1,0
Shin Ruri-iro no Yuki,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Mitsuboshi Colors,1579.0,1,0,0,0,0,0,0,0,0,0,0,0
Lupin III: Dead or Alive,1043.0,0,0,0,0,0,0,0,0,0,0,1,0
Phi Brain: Kami no Puzzle,1542.6666666666667,2,1,0,0,0,0,0,0,0,0,0,0
Kaze no Stigma,1851.0,1,0,0,0,0,0,0,0,0,0,0,0
The Samurai,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Tonari no Totoro,1981.0,0,0,0,0,0,0,0,1,0,0,0,0
Platonic Chain,5303.666666666667,1,0,2,0,0,0,0,0,0,0,0,0
Rocket Girls,3652.0,1,0,0,0,0,0,0,0,0,0,0,0
Futakoi,3593.0,0,0,0,1,0,0,0,0,0,0,0,0
Onegai☆Teacher: Reminiscence Disc,2434.0,0,0,0,0,0,0,0,0,0,0,0,1
Houkago: Nureta Seifuku,12919.0,1,0,0,0,0,0,2,0,0,0,0,0
Ikkitousen: Great Guardians,4151.666666666667,0,1,1,0,1,0,0,0,0,0,0,0
Houkago Nyannyan,12919.0,0,1,0,0,0,0,0,0,0,0,0,0
Nyani ga Nyandaa Nyandaa Kamen,0.0,0,0,2,0,0,0,0,0,0,0,0,0
Money Wars: Nerawareta Waterfront Keikaku,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Shonan Junai Gumi!,493.6666666666667,2,1,0,0,0,0,0,0,0,0,0,0
Hachimitsu to Clover II,545.6666666666666,1,0,0,0,2,0,0,0,0,0,0,0
Pure Mail,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Seitokai no Ichizon Lv.2: Watasu Seitokai,1822.0,0,0,0,0,0,0,0,0,0,0,1,0
Okawari-Boy Starzan-S,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Himesama Goyoujin,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Hundred,5334.0,1,0,0,0,0,0,0,0,0,0,0,0
Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,1270.5,0,1,0,0,0,0,0,0,0,0,1,0
Hatsumei Boy Kanipan,3942.0,0,1,0,0,0,0,0,0,0,0,0,0
Nanatsu no Taizai,1082.8,1,1,1,0,0,1,1,0,0,0,0,0
School Rumble,603.6666666666666,1,1,1,0,0,0,0,0,0,0,0,0
Dragon Ball Z,2472.875,1,1,25,2,1,0,0,0,0,2,0,0
Digimon Frontier: Ornismon Fukkatsu!!,2645.0,0,0,0,0,0,0,0,0,0,0,1,0
Great Mazinger tai Getter Robo,3047.0,0,0,0,0,0,0,0,2,0,0,0,0
So Ra No Wo To,1377.5,1,0,1,0,0,0,0,0,0,0,0,0
Kimi ni Todoke 2nd Season: Kataomoi,406.0,0,1,0,0,0,0,0,0,0,0,0,1
H. P. Lovecraft&#039;s The Dunwich Horror and Other Stories,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ghost in the Shell: Arise - Logicoma Specials,1425.0,0,0,0,0,0,0,0,0,0,1,0,0
Genei Toushi Bastof Lemon,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Hate You,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Futari Ecchi (2014),5639.0,1,0,0,0,1,0,0,0,0,0,0,0
Ladies versus Butlers! Specials,4278.0,0,0,0,0,0,0,0,0,0,0,1,0
Ansatsu Kyoushitsu,1309.0,1,1,0,1,1,1,1,0,0,0,0,0
Boku wa Tomodachi ga Sukunai,2514.5,1,1,1,0,1,0,0,0,0,0,0,0
Ranma ½: Nettou Uta Gassen,802.0,0,0,0,0,0,0,1,0,0,0,0,0
Forsaken,0.0,0,0,0,0,0,0,0,0,0,0,0,0
